x1,y1,x2,y2,intensity
-0.304996,0.467852,-0.255617,0.459999,0
-0.255617,0.459999,-0.205683,0.457428,1e-07
-0.205683,0.457428,-0.156689,0.447446,0
-0.156689,0.447446,-0.10674,0.445201,1e-07
-0.10674,0.445201,-0.0570549,0.439594,0
-0.0570549,0.439594,-0.0063554,0.434288,7.75022e-08
-0.5,0.5,-0.536447,0.534229,2.35941e-08
-0.536447,0.534229,-0.56482,0.575399,1e-07
-0.56482,0.575399,-0.595433,0.614932,0
-0.595433,0.614932,-0.634616,0.645991,1e-07
-0.634616,0.645991,-0.67102,0.680266,0
-0.67102,0.680266,-0.708358,0.71352,1e-07
-0.708358,0.71352,-0.747928,0.744085,0
-0.747928,0.744085,-0.787786,0.774274,1e-07
-0.787786,0.774274,-0.830549,0.800184,0
-0.830549,0.800184,-0.875397,0.822288,1e-07
-0.875397,0.822288,-0.913992,0.854076,0
-0.913992,0.854076,-0.951774,0.886825,1e-07
-0.951774,0.886825,-0.987083,0.922227,0
-0.987083,0.922227,-1.02316,0.95685,1e-07
-1.02316,0.95685,-1.06273,0.98741,0
-1.06273,0.98741,-1.09876,1.02207,1e-07
-1.09876,1.02207,-1.1253,1.06445,0
-1.1253,1.06445,-1.15255,1.10637,1e-07
-1.15255,1.10637,-1.18063,1.14774,0
-1.18063,1.14774,-1.20958,1.18851,7.4077e-08
-1.20958,1.18851,-1.24305,1.22583,6.63362e-09
-0.5,0.5,-0.512618,0.548382,2.30633e-08
-0.512618,0.548382,-0.516166,0.598256,1e-07
-0.516166,0.598256,-0.524804,0.647504,0
-0.524804,0.647504,-0.523358,0.697483,1e-07
-0.523358,0.697483,-0.524466,0.747471,0
-0.524466,0.747471,-0.520018,0.797272,1e-07
-0.520018,0.797272,-0.526661,0.846829,0
-0.526661,0.846829,-0.534044,0.896281,8.68838e-08
-0.534044,0.896281,-0.543463,0.945871,9.06479e-09
-0.5,0.5,-0.518507,0.546449,2.30633e-08
-0.518507,0.546449,-0.533844,0.594039,1e-07
-0.533844,0.594039,-0.538218,0.643847,0
-0.538218,0.643847,-0.546138,0.693216,1e-07
-0.546138,0.693216,-0.544579,0.743191,0
-0.544579,0.743191,-0.547532,0.793104,1e-07
-0.547532,0.793104,-0.545236,0.843051,0
-0.545236,0.843051,-0.541388,0.892903,6.63318e-08
-0.541388,0.892903,-0.547877,0.94248,0
-0.547877,0.94248,-0.564948,0.989475,3.41272e-09
-0.564948,0.989475,-0.576018,1.03823,1.70636e-09
-0.5,0.5,-0.547602,0.5153,7.5e-09
-0.547602,0.5153,-0.59518,0.530649,7.49891e-09
-0.5,0.5,-0.453811,0.519147,2.35941e-08
-0.453811,0.519147,-0.413831,0.549173,1e-07
-0.413831,0.549173,-0.377841,0.583882,0
-0.377841,0.583882,-0.341214,0.617918,1e-07
-0.341214,0.617918,-0.307321,0.654678,0
-0.307321,0.654678,-0.28225,0.697938,1e-07
-0.28225,0.697938,-0.252711,0.73828,0
-0.252711,0.73828,-0.228409,0.781977,1e-07
-0.228409,0.781977,-0.206973,0.827149,0
-0.206973,0.827149,-0.189033,0.873819,1e-07
-0.189033,0.873819,-0.180938,0.92316,0
-0.180938,0.92316,-0.171611,0.972282,1e-07
-0.171611,0.972282,-0.149947,1.01734,2.35878e-08
-0.5,0.5,-0.529768,0.540173,2.30633e-08
-0.529768,0.540173,-0.561119,0.579123,1e-07
-0.561119,0.579123,-0.599654,0.610983,0
-0.599654,0.610983,-0.644187,0.633717,1e-07
-0.644187,0.633717,-0.691788,0.649017,0
-0.691788,0.649017,-0.734575,0.674888,1e-07
-0.734575,0.674888,-0.782102,0.690416,0
-0.782102,0.690416,-0.831744,0.696392,7.66834e-08
-0.831744,0.696392,-0.881559,0.700693,0
-0.881559,0.700693,-0.92933,0.715454,5.33814e-09
-0.92933,0.715454,-0.977701,0.728114,2.66907e-09
-0.5,1,-0.545157,1.02147,3.29807e-09
-0.545157,1.02147,-0.584008,1.05294,1.47727e-08
-0.584008,1.05294,-0.623964,1.08288,3.28929e-09
-0.5,1,-0.450001,1.00023,2.30633e-08
-0.450001,1.00023,-0.401003,0.990266,1e-07
-0.401003,0.990266,-0.352273,0.979066,0
-0.352273,0.979066,-0.306566,0.958795,1e-07
-0.306566,0.958795,-0.267016,0.928205,0
-0.267016,0.928205,-0.2234,0.903759,1e-07
-0.2234,0.903759,-0.184477,0.872374,0
-0.184477,0.872374,-0.140751,0.848125,7.29657e-08
-0.140751,0.848125,-0.0946907,0.826295,6.35208e-09
-0.5,1,-0.506764,1.04954,2.35941e-08
-0.506764,1.04954,-0.512053,1.09926,1e-07
-0.512053,1.09926,-0.522915,1.14807,0
-0.522915,1.14807,-0.525675,1.19799,1e-07
-0.525675,1.19799,-0.532921,1.24746,0
-0.532921,1.24746,-0.545988,1.29572,1e-07
-0.545988,1.29572,-0.568213,1.34051,0
-0.568213,1.34051,-0.590362,1.38534,1e-07
-0.590362,1.38534,-0.605035,1.43314,0
-0.605035,1.43314,-0.626703,1.4782,1e-07
-0.626703,1.4782,-0.640666,1.52621,0
-0.640666,1.52621,-0.650831,1.57517,1e-07
-0.650831,1.57517,-0.65757,1.62471,0
-0.65757,1.62471,-0.672944,1.67229,1e-07
-0.672944,1.67229,-0.67653,1.72216,0
-0.67653,1.72216,-0.684474,1.77152,1e-07
-0.684474,1.77152,-0.697188,1.81988,0
-0.697188,1.81988,-0.713466,1.86716,1e-07
-0.713466,1.86716,-0.728404,1.91487,0
-0.728404,1.91487,-0.751585,1.95917,8.26106e-08
-0.751585,1.95917,-0.783561,1.99761,0
-0.783561,1.99761,-0.806104,2.04224,1.43799e-08
-0.806104,2.04224,-0.819128,2.09052,7.18993e-09
-0.5,1,-0.459688,0.97042,2.35941e-08
-0.459688,0.97042,-0.421999,0.937564,1e-07
-0.421999,0.937564,-0.378881,0.91225,0
-0.378881,0.91225,-0.340191,0.880578,1e-07
-0.340191,0.880578,-0.295954,0.857274,0
-0.295954,0.857274,-0.252931,0.831798,1e-07
-0.252931,0.831798,-0.209001,0.807921,0
-0.209001,0.807921,-0.168463,0.778651,1e-07
-0.168463,0.778651,-0.125195,0.753594,0
-0.125195,0.753594,-0.0891528,0.718939,1e-07
-0.0891528,0.718939,-0.045641,0.694307,0
-0.045641,0.694307,-0.00293389,0.668305,1e-07
-0.00293389,0.668305,0.0438525,0.650669,0
0.0438525,0.650669,0.0934154,0.644072,1e-07
0.0934154,0.644072,0.141765,0.631332,0
0.141765,0.631332,0.191681,0.628429,1e-07
0.191681,0.628429,0.240004,0.615589,0
0.240004,0.615589,0.289763,0.610692,1e-07
0.289763,0.610692,0.339097,0.618826,0
0.339097,0.618826,0.388997,0.621992,1e-07
0.388997,0.621992,0.436872,0.636415,0
0.436872,0.636415,0.485755,0.646922,1e-07
0.485755,0.646922,0.534997,0.655599,0
0.534997,0.655599,0.584886,0.652273,1e-07
0.584886,0.652273,0.634855,0.6505,0
0.634855,0.6505,0.6839,0.640778,3.74464e-08
0.6839,0.640778,0.732694,0.629862,8.15722e-10
-0.5,1,-0.54196,1.02719,1.77912e-08
-0.54196,1.02719,-0.579643,1.06005,0
-0.579643,1.06005,-0.623964,1.08288,1.77535e-08
-0.5,1,-0.5228,0.955501,2.30633e-08
-0.5228,0.955501,-0.535001,0.907012,1e-07
-0.535001,0.907012,-0.544981,0.858019,0
-0.544981,0.858019,-0.550804,0.808359,1e-07
-0.550804,0.808359,-0.565368,0.760527,0
-0.565368,0.760527,-0.580575,0.712896,1e-07
-0.580575,0.712896,-0.606547,0.67017,0
-0.606547,0.67017,-0.627685,0.625293,6.92099e-08
-0.5,1,-0.506562,1.04957,2.35941e-08
-0.506562,1.04957,-0.525498,1.09584,1e-07
-0.525498,1.09584,-0.552499,1.13793,0
-0.552499,1.13793,-0.571706,1.18409,1e-07
-0.571706,1.18409,-0.580074,1.23338,0
-0.580074,1.23338,-0.58883,1.28261,1e-07
-0.58883,1.28261,-0.596165,1.33207,0
-0.596165,1.33207,-0.614324,1.37866,1e-07
-0.614324,1.37866,-0.64194,1.42034,0
-0.64194,1.42034,-0.674044,1.45867,1e-07
-0.674044,1.45867,-0.701538,1.50043,0
-0.701538,1.50043,-0.719843,1.54696,1e-07
-0.719843,1.54696,-0.743551,1.59098,0
-0.743551,1.59098,-0.755761,1.63947,1e-07
-0.755761,1.63947,-0.757552,1.68944,0
-0.757552,1.68944,-0.76716,1.73851,1e-07
-0.76716,1.73851,-0.783761,1.78567,0
-0.783761,1.78567,-0.791334,1.83509,1e-07
-0.791334,1.83509,-0.806745,1.88266,0
-0.806745,1.88266,-0.810197,1.93254,8.13107e-08
-0.810197,1.93254,-0.813946,1.9824,0
-0.813946,1.9824,-0.805865,2.03174,1.18209e-08
-0.805865,2.03174,-0.794634,2.08046,5.91045e-09
-0.5,1,-0.533665,0.963032,2.35941e-08
-0.533665,0.963032,-0.558457,0.919611,1e-07
-0.558457,0.919611,-0.589362,0.880306,0
-0.589362,0.880306,-0.625007,0.845243,1e-07
-0.625007,0.845243,-0.657223,0.807005,0
-0.657223,0.807005,-0.696855,0.77652,1e-07
-0.696855,0.77652,-0.734358,0.743452,0
-0.734358,0.743452,-0.764781,0.703773,1e-07
-0.764781,0.703773,-0.802321,0.670745,0
-0.802321,0.670745,-0.837015,0.634742,1e-07
-0.837015,0.634742,-0.864991,0.5933,0
-0.864991,0.5933,-0.901971,0.559648,1e-07
-0.901971,0.559648,-0.930092,0.518305,0
-0.930092,0.518305,-0.951379,0.473063,1e-07
-0.951379,0.473063,-0.964924,0.424933,0
-0.964924,0.424933,-0.98052,0.377427,1e-07
-0.98052,0.377427,-0.993492,0.329139,0
-0.993492,0.329139,-1.00842,0.281421,1e-07
-1.00842,0.281421,-1.01557,0.231934,0
-1.01557,0.231934,-1.01554,0.181934,1e-07
-1.01554,0.181934,-1.02592,0.133023,0
-1.02592,0.133023,-1.02842,0.0830862,1e-07
-1.02842,0.0830862,-1.02708,0.0331041,0
-1.02708,0.0331041,-1.02377,-0.0161441,7.40768e-08
-0.5,1,-0.47818,1.04499,2.35941e-08
-0.47818,1.04499,-0.446426,1.08361,1e-07
-0.446426,1.08361,-0.4245,1.12855,0
-0.4245,1.12855,-0.404086,1.17419,1e-07
-0.404086,1.17419,-0.382776,1.21942,0
-0.382776,1.21942,-0.366453,1.26668,1e-07
-0.366453,1.26668,-0.350164,1.31395,0
-0.350164,1.31395,-0.344091,1.36358,1e-07
-0.344091,1.36358,-0.337431,1.41314,0
-0.337431,1.41314,-0.318382,1.45937,1e-07
-0.318382,1.45937,-0.303419,1.50707,0
-0.303419,1.50707,-0.300561,1.55699,1e-07
-0.300561,1.55699,-0.299011,1.60697,0
-0.299011,1.60697,-0.297005,1.65693,1e-07
-0.297005,1.65693,-0.306333,1.70605,0
-0.306333,1.70605,-0.311915,1.75574,1e-07
-0.311915,1.75574,-0.324999,1.80399,2.35857e-08
-0.5,1,-0.547144,1.01666,2.35941e-08
-0.547144,1.01666,-0.594736,1.03199,1e-07
-0.594736,1.03199,-0.641154,1.05057,0
-0.641154,1.05057,-0.685161,1.07431,1e-07
-0.685161,1.07431,-0.728329,1.09954,0
-0.728329,1.09954,-0.770888,1.12578,1e-07
-0.770888,1.12578,-0.809949,1.15699,0
-0.809949,1.15699,-0.846509,1.1911,1e-07
-0.846509,1.1911,-0.888824,1.21774,0
-0.888824,1.21774,-0.93576,1.23497,1e-07
-0.93576,1.23497,-0.985205,1.2424,0
-0.985205,1.2424,-1.03465,1.24985,1e-07
-1.03465,1.24985,-1.08456,1.25276,0
-1.08456,1.25276,-1.13223,1.26786,1e-07
-1.13223,1.26786,-1.17999,1.28264,0
-1.17999,1.28264,-1.22615,1.30187,1e-07
-1.22615,1.30187,-1.27166,1.32258,0
-1.27166,1.32258,-1.31149,1.3528,1e-07
-1.31149,1.3528,-1.3524,1.38155,0
-1.3524,1.38155,-1.38989,1.41463,7.56555e-08
-1.38989,1.41463,-1.42096,1.45381,0
-1.42096,1.45381,-1.44118,1.49954,7.95176e-09
-1.44118,1.49954,-1.46367,1.5442,3.97588e-09
0,-1,0.0261029,-0.957355,2.31158e-08
0.0261029,-0.957355,0.0477694,-0.912293,1e-07
0.0477694,-0.912293,0.0771418,-0.87183,0
0.0771418,-0.87183,0.101362,-0.828087,1e-07
0.101362,-0.828087,0.133549,-0.789825,0
0.133549,-0.789825,0.158076,-0.746749,7.56026e-08
0,-1,-0.0480279,-0.986096,2.30633e-08
-0.0480279,-0.986096,-0.0911562,-0.960799,1e-07
-0.0911562,-0.960799,-0.139336,-0.947431,0
-0.139336,-0.947431,-0.188345,-0.937526,1e-07
-0.188345,-0.937526,-0.234311,-0.91785,0
-0.234311,-0.91785,-0.275082,-0.888907,1e-07
-0.275082,-0.888907,-0.314539,-0.858196,0
-0.314539,-0.858196,-0.352118,-0.825214,8.67738e-08
-0.352118,-0.825214,-0.385434,-0.786997,9.12539e-09
0,-1,-0.0434974,-0.975343,2.30633e-08
-0.0434974,-0.975343,-0.0825803,-0.944157,1e-07
-0.0825803,-0.944157,-0.11805,-0.908917,0
-0.11805,-0.908917,-0.159857,-0.881491,1e-07
-0.159857,-0.881491,-0.201399,-0.853665,0
-0.201399,-0.853665,-0.247758,-0.834934,1e-07
-0.247758,-0.834934,-0.295267,-0.819349,0
-0.295267,-0.819349,-0.344808,-0.812592,7.66834e-08
-0.344808,-0.812592,-0.393913,-0.803173,0
-0.393913,-0.803173,-0.443818,-0.806251,1.03381e-08
-0.443818,-0.806251,-0.493585,-0.811076,5.16907e-09
0,-1,-0.0222749,-0.955236,2.35941e-08
-0.0222749,-0.955236,-0.0516082,-0.914744,1e-07
-0.0516082,-0.914744,-0.0792859,-0.873104,0
-0.0792859,-0.873104,-0.109927,-0.833592,1e-07
-0.109927,-0.833592,-0.142405,-0.795577,0
-0.142405,-0.795577,-0.177504,-0.759968,1e-07
-0.177504,-0.759968,-0.214686,-0.726539,0
-0.214686,-0.726539,-0.255064,-0.696953,7.64691e-08
0,-1,0.0171357,-0.953028,2.30633e-08
0.0171357,-0.953028,0.0319286,-0.905266,1e-07
0.0319286,-0.905266,0.0379688,-0.855633,0
0.0379688,-0.855633,0.0374447,-0.805635,1e-07
0.0374447,-0.805635,0.0363161,-0.755648,0
0.0363161,-0.755648,0.0246446,-0.707029,1e-07
0.0246446,-0.707029,0.00350277,-0.661719,0
0.00350277,-0.661719,-0.00544219,-0.612526,6.97878e-08
-0.00544219,-0.612526,-0.0228269,-0.565645,0
-0.0228269,-0.565645,-0.0378652,-0.51796,2.64072e-09
-0.0378652,-0.51796,-0.0600725,-0.472652,1.33245e-09
0,-1,0.036278,-1.03441,2.35941e-08
0.036278,-1.03441,0.0788536,-1.06062,1e-07
0.0788536,-1.06062,0.119659,-1.08952,0
0.119659,-1.08952,0.164228,-1.11218,1e-07
0.164228,-1.11218,0.208167,-1.13604,0
0.208167,-1.13604,0.253379,-1.1574,1e-07
0.253379,-1.1574,0.3023,-1.16773,0
0.3023,-1.16773,0.352177,-1.17123,1e-07
0.352177,-1.17123,0.40162,-1.17867,0
0.40162,-1.17867,0.451449,-1.17454,1e-07
0.451449,-1.17454,0.501199,-1.17954,0
0.501199,-1.17954,0.551158,-1.17752,1e-07
0.551158,-1.17752,0.600988,-1.18164,0
0.600988,-1.18164,0.650044,-1.19131,1e-07
0.650044,-1.19131,0.697551,-1.2069,0
0.697551,-1.2069,0.744171,-1.22497,1e-07
0.744171,-1.22497,0.790849,-1.24289,0
0.790849,-1.24289,0.835032,-1.2663,1e-07
0.835032,-1.2663,0.87908,-1.28996,0
0.87908,-1.28996,0.923564,-1.31278,7.60719e-08
0.923564,-1.31278,0.963899,-1.34233,0
0.963899,-1.34233,0.996302,-1.38041,3.23101e-09
0.996302,-1.38041,1.01871,-1.42511,1.6155e-09
0,-1,0.0132253,-0.951781,2.30633e-08
0.0132253,-0.951781,0.0294092,-0.904472,1e-07
0.0294092,-0.904472,0.0442583,-0.856728,0
0.0442583,-0.856728,0.063199,-0.810455,1e-07
0.063199,-0.810455,0.091368,-0.769145,0
0.091368,-0.769145,0.125928,-0.733012,1e-07
0.125928,-0.733012,0.156216,-0.693229,0
0.156216,-0.693229,0.19428,-0.660809,8.51509e-08
0.19428,-0.660809,0.233705,-0.630056,0
0.233705,-0.630056,0.264371,-0.590565,1.00762e-08
0.264371,-0.590565,0.301101,-0.556639,5.03809e-09
0,-1,0.0231959,-0.955706,2.35941e-08
0.0231959,-0.955706,0.0563186,-0.918251,1e-07
0.0563186,-0.918251,0.0834273,-0.876238,0
0.0834273,-0.876238,0.117582,-0.839721,1e-07
0.117582,-0.839721,0.156566,-0.808413,0
0.156566,-0.808413,0.188619,-0.770038,1e-07
0.188619,-0.770038,0.220488,-0.73151,0
0.220488,-0.73151,0.254058,-0.694456,1e-07
0.254058,-0.694456,0.288338,-0.658056,0
0.288338,-0.658056,0.316375,-0.616657,1e-07
0.316375,-0.616657,0.353876,-0.583586,0
0.353876,-0.583586,0.395884,-0.55647,1e-07
0.395884,-0.55647,0.436457,-0.52725,0
0.436457,-0.52725,0.479881,-0.502469,7.64019e-08
0,-1,0.0358515,-0.965148,3.28621e-09
0.0358515,-0.965148,0.061689,-0.922341,1.47173e-08
0.061689,-0.922341,0.0828675,-0.877105,3.27991e-09
0,-1,0.0477292,-1.0149,2.35941e-08
0.0477292,-1.0149,0.0970547,-1.02308,1e-07
0.0970547,-1.02308,0.147015,-1.02506,0
0.147015,-1.02506,0.19681,-1.02053,1e-07
0.19681,-1.02053,0.245935,-1.01122,0
0.245935,-1.01122,0.293282,-0.99515,1e-07
0.293282,-0.99515,0.336333,-0.969721,0
0.336333,-0.969721,0.379695,-0.944826,1e-07
0.379695,-0.944826,0.425773,-0.925415,0
0.425773,-0.925415,0.469329,-0.900862,1e-07
0.469329,-0.900862,0.513796,-0.877999,0
0.513796,-0.877999,0.562479,-0.866599,1e-07
0.562479,-0.866599,0.610203,-0.851685,0
0.610203,-0.851685,0.659387,-0.842691,1e-07
0.659387,-0.842691,0.708162,-0.831692,0
0.708162,-0.831692,0.756628,-0.819399,1e-07
0.756628,-0.819399,0.802405,-0.799288,0
0.802405,-0.799288,0.843695,-0.77109,1e-07
0.843695,-0.77109,0.877281,-0.73405,0
0.877281,-0.73405,0.906672,-0.6936,8.52053e-08
0.906672,-0.6936,0.940073,-0.656393,0
0.940073,-0.656393,0.970074,-0.616394,8.91185e-09
0.970074,-0.616394,1.00866,-0.584597,4.45593e-09
0,-0.5,-0.0391479,-0.468896,2.35941e-08
-0.0391479,-0.468896,-0.0793369,-0.43915,1e-07
-0.0793369,-0.43915,-0.113395,-0.402544,0
-0.113395,-0.402544,-0.151343,-0.369986,1e-07
-0.151343,-0.369986,-0.184408,-0.332481,0
-0.184408,-0.332481,-0.224715,-0.302894,1e-07
-0.224715,-0.302894,-0.260914,-0.268403,0
-0.260914,-0.268403,-0.293963,-0.230883,1e-07
-0.293963,-0.230883,-0.331266,-0.197589,0
-0.331266,-0.197589,-0.374775,-0.172953,1e-07
-0.374775,-0.172953,-0.415391,-0.143792,0
-0.415391,-0.143792,-0.458084,-0.117766,1e-07
-0.458084,-0.117766,-0.494165,-0.0831513,0
-0.494165,-0.0831513,-0.520938,-0.0409235,1e-07
-0.520938,-0.0409235,-0.536249,0.00667453,0
-0.536249,0.00667453,-0.542784,0.0564291,7.66083e-08
0,-0.5,0.0344166,-0.46373,2.35941e-08
0.0344166,-0.46373,0.0684631,-0.427113,1e-07
0.0684631,-0.427113,0.0947763,-0.384597,0
0.0947763,-0.384597,0.118262,-0.340456,1e-07
0.118262,-0.340456,0.151865,-0.303431,0
0.151865,-0.303431,0.193764,-0.276146,1e-07
0.193764,-0.276146,0.234785,-0.247558,0
0.234785,-0.247558,0.276441,-0.219903,1e-07
0.276441,-0.219903,0.314485,-0.187458,0
0.314485,-0.187458,0.349576,-0.15184,1e-07
0.349576,-0.15184,0.382007,-0.113785,0
0.382007,-0.113785,0.422612,-0.0846093,1e-07
0.422612,-0.0846093,0.458146,-0.0494333,0
0.458146,-0.0494333,0.493172,-0.0134323,7.66625e-08
0,-0.5,0.0160615,-0.45265,2.35941e-08
0.0160615,-0.45265,0.0252723,-0.403506,1e-07
0.0252723,-0.403506,0.0451885,-0.357643,0
0.0451885,-0.357643,0.0635558,-0.311139,1e-07
0.0635558,-0.311139,0.0804428,-0.264077,0
0.0804428,-0.264077,0.103657,-0.219793,1e-07
0.103657,-0.219793,0.131598,-0.178328,0
0.131598,-0.178328,0.150386,-0.131992,1e-07
0.150386,-0.131992,0.172443,-0.0871206,0
0.172443,-0.0871206,0.18392,-0.0384558,1e-07
0.18392,-0.0384558,0.203162,0.00769373,0
0.203162,0.00769373,0.219011,0.0551152,1e-07
0.219011,0.0551152,0.231432,0.103548,0
0.231432,0.103548,0.246541,0.15121,1e-07
0.246541,0.15121,0.262179,0.198702,0
0.262179,0.198702,0.27202,0.247724,1e-07
0.27202,0.247724,0.278083,0.297355,0
0.278083,0.297355,0.277127,0.347346,1e-07
0.277127,0.347346,0.287488,0.396174,2.20583e-08
0,-0.5,-0.0254671,-0.456972,2.35941e-08
-0.0254671,-0.456972,-0.057238,-0.418363,1e-07
-0.057238,-0.418363,-0.0966195,-0.387556,0
-0.0966195,-0.387556,-0.142047,-0.366666,1e-07
-0.142047,-0.366666,-0.183102,-0.338128,0
-0.183102,-0.338128,-0.225162,-0.311092,1e-07
-0.225162,-0.311092,-0.263465,-0.278952,0
-0.263465,-0.278952,-0.306525,-0.253539,1e-07
-0.306525,-0.253539,-0.353454,-0.236286,0
-0.353454,-0.236286,-0.39784,-0.213267,1e-07
-0.39784,-0.213267,-0.436097,-0.181074,0
-0.436097,-0.181074,-0.479466,-0.156192,1e-07
-0.479466,-0.156192,-0.524738,-0.134968,0
-0.524738,-0.134968,-0.568799,-0.109667,7.73141e-08
0,-0.5,-0.0291534,-0.540621,2.35941e-08
-0.0291534,-0.540621,-0.0643899,-0.576095,1e-07
-0.0643899,-0.576095,-0.107369,-0.601644,0
-0.107369,-0.601644,-0.150933,-0.626184,1e-07
-0.150933,-0.626184,-0.191755,-0.655056,0
-0.191755,-0.655056,-0.229671,-0.68765,1e-07
-0.229671,-0.68765,-0.267904,-0.719872,0
-0.267904,-0.719872,-0.307898,-0.74988,1e-07
-0.307898,-0.74988,-0.35124,-0.774809,0
-0.35124,-0.774809,-0.398337,-0.791597,1e-07
-0.398337,-0.791597,-0.447202,-0.802193,0
-0.447202,-0.802193,-0.497192,-0.803169,1e-07
-0.497192,-0.803169,-0.547127,-0.805725,0
-0.547127,-0.805725,-0.595599,-0.817993,1e-07
-0.595599,-0.817993,-0.645236,-0.824004,0
-0.645236,-0.824004,-0.695004,-0.819194,1e-07
-0.695004,-0.819194,-0.744876,-0.822769,0
-0.744876,-0.822769,-0.79484,-0.824652,1e-07
-0.79484,-0.824652,-0.844639,-0.829137,0
-0.844639,-0.829137,-0.894569,-0.831679,7.64002e-08
0,-0.5,0.0447216,-0.52236,7.5e-09
0.0447216,-0.52236,0.0932341,-0.534459,7.49976e-09
0,-0.5,-0.0421283,-0.52693,2.31815e-08
-0.0421283,-0.52693,-0.0881238,-0.546536,1e-07
-0.0881238,-0.546536,-0.137385,-0.555101,0
-0.137385,-0.555101,-0.18305,-0.575465,1e-07
-0.18305,-0.575465,-0.228289,-0.596865,2.32168e-08
0,-0.5,-0.0441654,-0.47656,2.35941e-08
-0.0441654,-0.47656,-0.0927214,-0.464631,1e-07
-0.0927214,-0.464631,-0.137395,-0.442175,0
-0.137395,-0.442175,-0.178345,-0.413486,1e-07
-0.178345,-0.413486,-0.215362,-0.379874,0
-0.215362,-0.379874,-0.25062,-0.344421,1e-07
-0.25062,-0.344421,-0.288113,-0.311342,0
-0.288113,-0.311342,-0.331169,-0.285922,1e-07
-0.331169,-0.285922,-0.375209,-0.262247,0
-0.375209,-0.262247,-0.42335,-0.24874,1e-07
-0.42335,-0.24874,-0.467753,-0.225753,0
-0.467753,-0.225753,-0.514,-0.205151,7.71123e-08
0,-0.5,0.0458523,-0.519939,2.35941e-08
0.0458523,-0.519939,0.0927052,-0.537398,1e-07
0.0927052,-0.537398,0.135779,-0.562787,0
0.135779,-0.562787,0.183507,-0.577689,1e-07
0.183507,-0.577689,0.233037,-0.584532,0
0.233037,-0.584532,0.282947,-0.581539,1e-07
0.282947,-0.581539,0.332761,-0.585843,0
0.332761,-0.585843,0.382564,-0.592055,7.66178e-08
0,-0.5,-0.0445467,-0.477293,2.30633e-08
-0.0445467,-0.477293,-0.0934283,-0.466777,1e-07
-0.0934283,-0.466777,-0.141705,-0.453762,0
-0.141705,-0.453762,-0.188404,-0.435896,1e-07
-0.188404,-0.435896,-0.231182,-0.410011,0
-0.231182,-0.410011,-0.269244,-0.377588,1e-07
-0.269244,-0.377588,-0.311137,-0.350294,0
-0.311137,-0.350294,-0.351264,-0.320464,6.97878e-08
-0.351264,-0.320464,-0.389488,-0.28823,0
-0.389488,-0.28823,-0.423429,-0.251516,7.64072e-09
-0.423429,-0.251516,-0.455081,-0.21281,3.82036e-09
0,0,-0.031138,-0.0391206,2.30633e-08
-0.031138,-0.0391206,-0.0623859,-0.0781535,1e-07
-0.0623859,-0.0781535,-0.0928695,-0.117786,0
-0.0928695,-0.117786,-0.121044,-0.159092,1e-07
-0.121044,-0.159092,-0.141127,-0.204882,0
-0.141127,-0.204882,-0.164852,-0.248895,1e-07
-0.164852,-0.248895,-0.198827,-0.285578,0
-0.198827,-0.285578,-0.237162,-0.317679,6.97878e-08
-0.237162,-0.317679,-0.275449,-0.349836,0
-0.275449,-0.349836,-0.312362,-0.383562,7.64072e-09
-0.312362,-0.383562,-0.342589,-0.423391,3.82036e-09
0,0,0.00849123,-0.0492737,2.35941e-08
0.00849123,-0.0492737,0.00960973,-0.0992612,1e-07
0.00960973,-0.0992612,0.00834944,-0.149245,0
0.00834944,-0.149245,0.00308727,-0.198968,1e-07
0.00308727,-0.198968,0.0092335,-0.248588,0
0.0092335,-0.248588,0.0210166,-0.29718,1e-07
0.0210166,-0.29718,0.0341832,-0.345415,0
0.0341832,-0.345415,0.0568977,-0.389958,1e-07
0.0568977,-0.389958,0.0837625,-0.432128,0
0.0837625,-0.432128,0.116399,-0.470007,1e-07
0.116399,-0.470007,0.157146,-0.498985,0
0.157146,-0.498985,0.191953,-0.534881,1e-07
0.191953,-0.534881,0.223277,-0.573852,0
0.223277,-0.573852,0.25561,-0.611991,1e-07
0.25561,-0.611991,0.294559,-0.643343,0
0.294559,-0.643343,0.340287,-0.663567,1e-07
0.340287,-0.663567,0.388868,-0.675393,0
0.388868,-0.675393,0.436531,-0.690502,1e-07
0.436531,-0.690502,0.479921,-0.715346,0
0.479921,-0.715346,0.523598,-0.739684,1e-07
0.523598,-0.739684,0.563512,-0.769798,0
0.563512,-0.769798,0.605533,-0.796895,7.6395e-08
0,0,0.0420096,-0.0271144,2.35941e-08
0.0420096,-0.0271144,0.0836877,-0.0547358,1e-07
0.0836877,-0.0547358,0.123625,-0.0848193,0
0.123625,-0.0848193,0.161336,-0.11765,1e-07
0.161336,-0.11765,0.19877,-0.150797,0
0.19877,-0.150797,0.227328,-0.191839,1e-07
0.227328,-0.191839,0.246551,-0.237996,0
0.246551,-0.237996,0.273395,-0.280179,1e-07
0.273395,-0.280179,0.291057,-0.326955,0
0.291057,-0.326955,0.311932,-0.372347,7.63625e-08
0,0,0.0333835,-0.0372228,2.35941e-08
0.0333835,-0.0372228,0.060088,-0.0794942,1e-07
0.060088,-0.0794942,0.0872642,-0.121464,0
0.0872642,-0.121464,0.10274,-0.169009,1e-07
0.10274,-0.169009,0.12973,-0.211098,0
