x1,y1,x2,y2,intensity
0.5,-0.5,0.549229,-0.508745,2.30633e-08
0.549229,-0.508745,0.596568,-0.52484,1e-07
0.596568,-0.52484,0.645189,-0.536504,0
0.645189,-0.536504,0.692173,-0.553604,1e-07
0.692173,-0.553604,0.73778,-0.5741,0
0.73778,-0.5741,0.785118,-0.590197,1e-07
0.785118,-0.590197,0.831669,-0.607033,2.21846e-08
0.5,-0.5,0.528004,-0.458578,2.30633e-08
0.528004,-0.458578,0.561432,-0.421395,1e-07
0.561432,-0.421395,0.597133,-0.386389,0
0.597133,-0.386389,0.623489,-0.343899,1e-07
0.623489,-0.343899,0.641014,-0.297071,0
0.641014,-0.297071,0.648737,-0.247671,1e-07
0.648737,-0.247671,0.652069,-0.197782,0
0.652069,-0.197782,0.648547,-0.147907,6.97878e-08
0.648547,-0.147907,0.651985,-0.0980249,0
0.651985,-0.0980249,0.659761,-0.0486332,2.64072e-09
0.659761,-0.0486332,0.672636,-0.000319258,1.32036e-09
0.5,-0.5,0.535784,-0.534921,2.35941e-08
0.535784,-0.534921,0.576468,-0.563987,1e-07
0.576468,-0.563987,0.616436,-0.59403,0
0.616436,-0.59403,0.655752,-0.624921,1e-07
0.655752,-0.624921,0.686447,-0.66439,0
0.686447,-0.66439,0.726053,-0.694908,1e-07
0.726053,-0.694908,0.7647,-0.726632,0
0.7647,-0.726632,0.804337,-0.75711,1e-07
0.804337,-0.75711,0.835119,-0.796512,0
0.835119,-0.796512,0.86593,-0.83589,1e-07
0.86593,-0.83589,0.902389,-0.870106,0
0.902389,-0.870106,0.934144,-0.908728,1e-07
0.934144,-0.908728,0.960539,-0.951193,0
0.960539,-0.951193,0.977588,-0.997661,7.58395e-08
0.5,-0.5,0.547228,-0.483583,1.125e-08
0.547228,-0.483583,0.595139,-0.470381,1.11816e-08
0.5,0,0.546782,-0.0176478,2.35941e-08
0.546782,-0.0176478,0.590312,-0.0422479,1e-07
0.590312,-0.0422479,0.631401,-0.0707376,0
0.631401,-0.0707376,0.677585,-0.0898964,1e-07
0.677585,-0.0898964,0.721703,-0.113425,0
0.721703,-0.113425,0.75847,-0.14731,1e-07
0.75847,-0.14731,0.786431,-0.18876,0
0.786431,-0.18876,0.809819,-0.232954,1e-07
0.809819,-0.232954,0.831718,-0.277903,0
0.831718,-0.277903,0.854323,-0.322501,1e-07
0.854323,-0.322501,0.866347,-0.371034,2.35941e-08
0.5,0,0.53772,0.0328205,2.30633e-08
0.53772,0.0328205,0.570503,0.0705735,1e-07
0.570503,0.0705735,0.601848,0.109529,0
0.601848,0.109529,0.63252,0.149016,1e-07
0.63252,0.149016,0.655432,0.193457,0
0.655432,0.193457,0.675557,0.239228,1e-07
0.675557,0.239228,0.687023,0.287716,2.23841e-08
0.5,0,0.525357,-0.0430933,2.35941e-08
0.525357,-0.0430933,0.553971,-0.0840958,1e-07
0.553971,-0.0840958,0.584376,-0.123789,0
0.584376,-0.123789,0.610138,-0.166641,1e-07
0.610138,-0.166641,0.627449,-0.213549,0
0.627449,-0.213549,0.650409,-0.257966,1e-07
0.650409,-0.257966,0.680229,-0.2981,0
0.680229,-0.2981,0.701352,-0.343419,1e-07
0.701352,-0.343419,0.713426,-0.391939,0
0.713426,-0.391939,0.731091,-0.438715,1e-07
0.731091,-0.438715,0.754426,-0.482935,0
0.754426,-0.482935,0.787022,-0.52085,1e-07
0.787022,-0.52085,0.810673,-0.564903,0
0.810673,-0.564903,0.832974,-0.609654,1e-07
0.832974,-0.609654,0.855634,-0.654224,0
0.855634,-0.654224,0.887754,-0.692543,1e-07
0.887754,-0.692543,0.918216,-0.732192,0
0.918216,-0.732192,0.952544,-0.768545,1e-07
0.952544,-0.768545,0.979185,-0.810857,0
0.979185,-0.810857,1.01392,-0.846819,6.89944e-08
1.01392,-0.846819,1.03887,-0.890151,0
1.03887,-0.890151,1.0695,-0.92967,4.23916e-09
1.0695,-0.92967,1.09982,-0.969429,2.11958e-09
0.5,0,0.533337,0.0372641,2.30633e-08
0.533337,0.0372641,0.560363,0.0793308,1e-07
0.560363,0.0793308,0.58784,0.121104,0
0.58784,0.121104,0.608928,0.16644,1e-07
0.608928,0.16644,0.628665,0.212379,0
0.628665,0.212379,0.657571,0.253177,1e-07
0.657571,0.253177,0.690013,0.291223,0
0.690013,0.291223,0.725952,0.325985,6.97878e-08
0.725952,0.325985,0.765781,0.356212,0
0.765781,0.356212,0.806816,0.38478,7.64072e-09
0.806816,0.38478,0.84197,0.420335,3.82036e-09
0.5,0,0.455049,-0.0218962,2.30633e-08
0.455049,-0.0218962,0.411458,-0.0463861,1e-07
0.411458,-0.0463861,0.374046,-0.079558,0
0.374046,-0.079558,0.338672,-0.114894,1e-07
0.338672,-0.114894,0.304844,-0.151714,0
0.304844,-0.151714,0.277615,-0.19365,1e-07
0.277615,-0.19365,0.24732,-0.233426,0
0.24732,-0.233426,0.211818,-0.268634,8.51465e-08
0.211818,-0.268634,0.172186,-0.299119,0
0.172186,-0.299119,0.130483,-0.326991,2.01069e-08
0.5,0,0.541849,0.0273613,2.35941e-08
0.541849,0.0273613,0.589255,0.0432573,1e-07
0.589255,0.0432573,0.63278,0.0678666,0
0.63278,0.0678666,0.679821,0.0848108,1e-07
0.679821,0.0848108,0.724755,0.106742,0
0.724755,0.106742,0.767852,0.132092,1e-07
0.767852,0.132092,0.807756,0.16222,0
0.807756,0.16222,0.852803,0.183917,1e-07
0.852803,0.183917,0.89413,0.212061,0
0.89413,0.212061,0.935156,0.240641,1e-07
0.935156,0.240641,0.969774,0.276719,0
0.969774,0.276719,1.00865,0.308159,1e-07
1.00865,0.308159,1.0395,0.347511,0
1.0395,0.347511,1.0728,0.384809,1e-07
1.0728,0.384809,1.09637,0.428905,0
1.09637,0.428905,1.11774,0.474105,1e-07
1.11774,0.474105,1.13768,0.519958,0
1.13768,0.519958,1.15305,0.567538,1e-07
1.15305,0.567538,1.17095,0.614224,0
1.17095,0.614224,1.19988,0.655,7.59214e-08
1.19988,0.655,1.23435,0.691224,0
1.23435,0.691224,1.25869,0.7349,3.11671e-09
1.25869,0.7349,1.28605,0.776926,1.56302e-09
0.5,0,0.450564,-0.00749108,2.30633e-08
0.450564,-0.00749108,0.403728,-0.024993,1e-07
0.403728,-0.024993,0.355646,-0.0387094,0
0.355646,-0.0387094,0.305713,-0.041292,1e-07
0.305713,-0.041292,0.256697,-0.0511654,0
0.256697,-0.0511654,0.21023,-0.0696266,1e-07
0.21023,-0.0696266,0.168899,-0.0977649,0
0.168899,-0.0977649,0.128528,-0.127263,6.63318e-08
0.128528,-0.127263,0.083083,-0.148115,0
0.083083,-0.148115,0.039248,-0.172166,3.41272e-09
0.039248,-0.172166,-0.00485863,-0.195716,1.70636e-09
0.5,0,0.477342,-0.0445715,2.35941e-08
0.477342,-0.0445715,0.455273,-0.0894376,1e-07
0.455273,-0.0894376,0.425064,-0.129279,0
0.425064,-0.129279,0.404926,-0.175045,1e-07
0.404926,-0.175045,0.384882,-0.220852,0
0.384882,-0.220852,0.368178,-0.267979,1e-07
0.368178,-0.267979,0.342979,-0.311165,0
0.342979,-0.311165,0.319013,-0.355047,1e-07
0.319013,-0.355047,0.300072,-0.40132,0
0.300072,-0.40132,0.288161,-0.449881,1e-07
0.288161,-0.449881,0.275944,-0.498356,2.35864e-08
0.5,0,0.549534,0.00681348,2.35941e-08
0.549534,0.00681348,0.599484,0.00904786,1e-07
0.599484,0.00904786,0.649327,0.0130025,0
0.649327,0.0130025,0.698181,0.0236454,1e-07
0.698181,0.0236454,0.747454,0.0321402,0
0.747454,0.0321402,0.793019,0.0527281,1e-07
0.793019,0.0527281,0.837017,0.0764797,0
0.837017,0.0764797,0.881925,0.0984633,1e-07
0.881925,0.0984633,0.922859,0.127176,0
0.922859,0.127176,0.961679,0.158688,1e-07
0.961679,0.158688,1.00482,0.183964,0
1.00482,0.183964,1.05235,0.199471,1e-07
1.05235,0.199471,1.09849,0.218752,0
1.09849,0.218752,1.13893,0.248152,1e-07
1.13893,0.248152,1.18505,0.267475,0
1.18505,0.267475,1.23397,0.277771,1e-07
1.23397,0.277771,1.28381,0.281772,0
1.28381,0.281772,1.33375,0.279347,1e-07
1.33375,0.279347,1.38209,0.266537,0
1.38209,0.266537,1.43112,0.256734,6.67609e-08
1.43112,0.256734,1.478,0.23937,0
1.478,0.23937,1.52772,0.234084,4.41137e-09
1.52772,0.234084,1.57662,0.223632,2.20568e-09
0.5,0,0.498227,-0.0499686,3.62512e-09
0.498227,-0.0499686,0.497023,-0.0999541,1.63065e-08
0.497023,-0.0999541,0.490832,-0.148952,3.54348e-09
0.5,0.5,0.523303,0.544237,2.35941e-08
0.523303,0.544237,0.547496,0.587995,1e-07
0.547496,0.587995,0.570506,0.632386,0
0.570506,0.632386,0.596048,0.67537,1e-07
0.596048,0.67537,0.629299,0.712711,0
0.629299,0.712711,0.660182,0.752033,1e-07
0.660182,0.752033,0.684466,0.79574,0
0.684466,0.79574,0.710443,0.838462,1e-07
0.710443,0.838462,0.745234,0.874373,0
0.745234,0.874373,0.778454,0.911741,1e-07
0.778454,0.911741,0.819609,0.940137,0
0.819609,0.940137,0.862285,0.966191,1e-07
0.862285,0.966191,0.8991,1.00002,0
0.8991,1.00002,0.934782,1.03505,1e-07
0.934782,1.03505,0.975463,1.06412,0
0.975463,1.06412,1.02203,1.08232,1e-07
1.02203,1.08232,1.06784,1.10236,0
1.06784,1.10236,1.11456,1.12018,1e-07
1.11456,1.12018,1.16174,1.13671,0
1.16174,1.13671,1.20886,1.15346,1e-07
1.20886,1.15346,1.25835,1.16054,0
1.25835,1.16054,1.30809,1.15546,1e-07
1.30809,1.15546,1.35656,1.14315,0
1.35656,1.14315,1.40626,1.14042,7.39366e-08
0.5,0.5,0.454479,0.479315,2.35941e-08
0.454479,0.479315,0.405736,0.468175,1e-07
0.405736,0.468175,0.356897,0.457462,0
0.356897,0.457462,0.307753,0.448251,1e-07
0.307753,0.448251,0.258166,0.441839,0
0.258166,0.441839,0.210568,0.426528,1e-07
0.210568,0.426528,0.168342,0.399752,0
0.168342,0.399752,0.12301,0.378657,1e-07
0.12301,0.378657,0.074222,0.367714,0
0.074222,0.367714,0.0253878,0.35698,1e-07
0.0253878,0.35698,-0.0239522,0.348883,0
-0.0239522,0.348883,-0.0738145,0.345174,1e-07
-0.0738145,0.345174,-0.123798,0.346451,0
-0.123798,0.346451,-0.172351,0.358394,1e-07
-0.172351,0.358394,-0.220847,0.370566,0
-0.220847,0.370566,-0.26543,0.393201,1e-07
-0.26543,0.393201,-0.306415,0.42184,0
-0.306415,0.42184,-0.342821,0.456112,1e-07
-0.342821,0.456112,-0.383001,0.485872,0
-0.383001,0.485872,-0.42291,0.515992,1e-07
-0.42291,0.515992,-0.461232,0.548108,0
-0.461232,0.548108,-0.490657,0.588533,1e-07
-0.490657,0.588533,-0.511792,0.633846,0
-0.511792,0.633846,-0.540614,0.674703,9.69321e-08
-0.540614,0.674703,-0.560716,0.720484,0
-0.560716,0.720484,-0.580797,0.766275,2.79688e-08
-0.580797,0.766275,-0.606565,0.809123,7.00178e-11
0.5,0.5,0.459044,0.528681,2.30633e-08
0.459044,0.528681,0.414616,0.55162,1e-07
0.414616,0.55162,0.366132,0.563837,0
0.366132,0.563837,0.319379,0.581561,1e-07
0.319379,0.581561,0.274552,0.603709,0
0.274552,0.603709,0.229695,0.625797,1e-07
0.229695,0.625797,0.18429,0.646734,0
0.18429,0.646734,0.136258,0.660625,7.66834e-08
0.136258,0.660625,0.0872794,0.670679,0
0.0872794,0.670679,0.0373672,0.673641,1.03381e-08
0.0373672,0.673641,-0.0111789,0.68561,5.16907e-09
0.5,0.5,0.545462,0.520813,2.35941e-08
0.545462,0.520813,0.586625,0.549196,1e-07
0.586625,0.549196,0.626137,0.579837,0
0.626137,0.579837,0.657767,0.618561,1e-07
0.657767,0.618561,0.69183,0.655162,0
0.69183,0.655162,0.718253,0.69761,1e-07
0.718253,0.69761,0.748121,0.737709,0
0.748121,0.737709,0.771643,0.781831,1e-07
0.771643,0.781831,0.785775,0.829792,0
0.785775,0.829792,0.803335,0.876607,1e-07
0.803335,0.876607,0.81174,0.925895,0
0.81174,0.925895,0.810708,0.975885,1e-07
0.810708,0.975885,0.818947,1.0252,0
0.818947,1.0252,0.829813,1.07401,1e-07
0.829813,1.07401,0.84386,1.12199,0
0.84386,1.12199,0.859672,1.16943,1e-07
0.859672,1.16943,0.884541,1.2128,0
0.884541,1.2128,0.91074,1.25539,1e-07
0.91074,1.25539,0.94584,1.291,0
0.94584,1.291,0.974275,1.33213,7.36207e-08
0.974275,1.33213,0.996272,1.37703,0
0.996272,1.37703,1.0083,1.42556,6.73308e-09
1.0083,1.42556,1.01633,1.47491,3.36654e-09
0.5,0.5,0.45071,0.508393,2.35941e-08
0.45071,0.508393,0.401308,0.516108,1e-07
0.401308,0.516108,0.354196,0.532853,0
0.354196,0.532853,0.305441,0.543943,1e-07
0.305441,0.543943,0.255652,0.548536,0
0.255652,0.548536,0.207814,0.563079,1e-07
0.207814,0.563079,0.159291,0.575143,0
0.159291,0.575143,0.110782,0.587258,1e-07
0.110782,0.587258,0.0610367,0.592304,0
0.0610367,0.592304,0.0100796,0.592945,7.7485e-08
0.5,0.5,0.534062,0.463397,2.30633e-08
0.534062,0.463397,0.572574,0.43151,1e-07
0.572574,0.43151,0.615733,0.406265,0
0.615733,0.406265,0.66203,0.38738,1e-07
0.66203,0.38738,0.707932,0.367556,0
0.707932,0.367556,0.749818,0.340251,1e-07
0.749818,0.340251,0.795928,0.320915,0
0.795928,0.320915,0.835752,0.2912,6.92456e-08
0.5,0.5,0.459547,0.470614,2.35941e-08
0.459547,0.470614,0.420236,0.439717,1e-07
0.420236,0.439717,0.38678,0.402559,0
0.38678,0.402559,0.349932,0.368762,1e-07
0.349932,0.368762,0.309193,0.339773,0
0.309193,0.339773,0.273223,0.305043,1e-07
0.273223,0.305043,0.230556,0.278976,0
0.230556,0.278976,0.184721,0.258998,1e-07
0.184721,0.258998,0.135785,0.248738,0
0.135785,0.248738,0.0862592,0.241866,1e-07
0.0862592,0.241866,0.0387239,0.226361,0
0.0387239,0.226361,-0.0101882,0.215988,1e-07
-0.0101882,0.215988,-0.0559688,0.195885,0
-0.0559688,0.195885,-0.101269,0.174721,1e-07
-0.101269,0.174721,-0.150139,0.164153,0
-0.150139,0.164153,-0.198975,0.153424,1e-07
-0.198975,0.153424,-0.248688,0.14808,0
-0.248688,0.14808,-0.298685,0.147575,1e-07
-0.298685,0.147575,-0.348059,0.139686,0
-0.348059,0.139686,-0.398022,0.141621,1e-07
-0.398022,0.141621,-0.447698,0.135944,0
-0.447698,0.135944,-0.496369,0.124491,1e-07
-0.496369,0.124491,-0.540462,0.100915,0
-0.540462,0.100915,-0.577042,0.0668286,9.6623e-08
-0.577042,0.0668286,-0.613557,0.0326725,0
-0.613557,0.0326725,-0.652307,0.00107393,2.75476e-08
-0.652307,0.00107393,-0.683533,-0.0379765,1.99216e-11
0.5,0.5,0.532267,0.461805,2.30633e-08
0.532267,0.461805,0.558167,0.419036,1e-07
0.558167,0.419036,0.57854,0.373375,0
0.57854,0.373375,0.59542,0.32631,1e-07
0.59542,0.32631,0.618624,0.282021,0
0.618624,0.282021,0.63893,0.23633,1e-07
0.63893,0.23633,0.650219,0.187621,0
0.650219,0.187621,0.654589,0.137813,8.51509e-08
0.654589,0.137813,0.662654,0.0884672,0
0.662654,0.0884672,0.669486,0.0389362,1.50762e-08
0.669486,0.0389362,0.681212,-0.00966948,7.53809e-09
0.5,0.5,0.483778,0.452705,2.30633e-08
0.483778,0.452705,0.463296,0.407092,1e-07
0.463296,0.407092,0.435276,0.365681,0
0.435276,0.365681,0.400823,0.329446,1e-07
0.400823,0.329446,0.370035,0.290049,0
0.370035,0.290049,0.333308,0.256121,1e-07
0.333308,0.256121,0.297408,0.221319,0
0.297408,0.221319,0.256182,0.193027,8.51509e-08
0.256182,0.193027,0.212287,0.169085,0
0.212287,0.169085,0.167084,0.147714,1.50762e-08
0.167084,0.147714,0.119122,0.133585,7.53809e-09
0.5,0.5,0.461855,0.532326,2.35941e-08
0.461855,0.532326,0.42662,0.567801,1e-07
0.42662,0.567801,0.393414,0.605183,0
0.393414,0.605183,0.351877,0.633015,1e-07
0.351877,0.633015,0.305352,0.651332,0
0.305352,0.651332,0.256158,0.66027,1e-07
0.256158,0.66027,0.207378,0.671249,0
0.207378,0.671249,0.162018,0.692282,1e-07
0.162018,0.692282,0.118194,0.716355,0
0.118194,0.716355,0.082052,0.750906,1e-07
0.082052,0.750906,0.0471138,0.786673,0
0.0471138,0.786673,0.00695871,0.816466,1e-07
0.00695871,0.816466,-0.0324586,0.847227,0
-0.0324586,0.847227,-0.0643885,0.885704,1e-07
-0.0643885,0.885704,-0.0952005,0.925082,0
-0.0952005,0.925082,-0.118664,0.969235,1e-07
-0.118664,0.969235,-0.135342,1.01537,2.27484e-08
0.5,1,0.537845,1.03268,2.30633e-08
0.537845,1.03268,0.566015,1.07399,1e-07
0.566015,1.07399,0.589207,1.11828,0
0.589207,1.11828,0.610474,1.16353,1e-07
0.610474,1.16353,0.622202,1.21214,0
0.622202,1.21214,0.636628,1.26001,1e-07
0.636628,1.26001,0.640014,1.3099,0
0.640014,1.3099,0.632232,1.35928,6.65803e-08
0.5,1,0.465036,1.03574,2.35941e-08
0.465036,1.03574,0.428139,1.06949,1e-07
0.428139,1.06949,0.395681,1.10752,0
0.395681,1.10752,0.354562,1.13597,1e-07
0.354562,1.13597,0.318622,1.17073,0
0.318622,1.17073,0.277239,1.19879,1e-07
0.277239,1.19879,0.241545,1.2338,0
0.241545,1.2338,0.198938,1.25997,1e-07
0.198938,1.25997,0.162812,1.29453,0
0.162812,1.29453,0.131803,1.33376,1e-07
0.131803,1.33376,0.0947132,1.36729,0
0.0947132,1.36729,0.055795,1.39868,1e-07
0.055795,1.39868,0.0147925,1.42729,0
0.0147925,1.42729,-0.0238104,1.45907,1e-07
-0.0238104,1.45907,-0.0666048,1.48493,0
-0.0666048,1.48493,-0.114287,1.49998,1e-07
-0.114287,1.49998,-0.160331,1.51947,0
-0.160331,1.51947,-0.203808,1.54416,1e-07
-0.203808,1.54416,-0.250903,1.56096,0
-0.250903,1.56096,-0.298193,1.57719,1e-07
-0.298193,1.57719,-0.342049,1.60121,0
-0.342049,1.60121,-0.383196,1.62962,1e-07
-0.383196,1.62962,-0.416214,1.66716,0
-0.416214,1.66716,-0.444529,1.70837,1e-07
-0.444529,1.70837,-0.461374,1.75545,0
-0.461374,1.75545,-0.479709,1.80197,5.21252e-08
-0.479709,1.80197,-0.503943,1.8457,0
-0.503943,1.8457,-0.532525,1.88673,2.75308e-09
0.5,1,0.547289,1.01624,2.30633e-08
0.547289,1.01624,0.590014,1.04221,1e-07
0.590014,1.04221,0.636665,1.0602,0
0.636665,1.0602,0.685781,1.06957,1e-07
0.685781,1.06957,0.735209,1.0771,0
0.735209,1.0771,0.784631,1.08468,1e-07
0.784631,1.08468,0.834599,1.08288,0
0.834599,1.08288,0.88456,1.08473,6.6582e-08
0.5,1,0.456193,0.975897,3.17779e-09
0.456193,0.975897,0.407732,0.963587,1.42106e-08
0.407732,0.963587,0.35809,0.95655,3.19407e-09
0.5,1,0.468423,0.961233,2.30633e-08
0.468423,0.961233,0.444728,0.917204,1e-07
0.444728,0.917204,0.427727,0.870183,0
0.427727,0.870183,0.41662,0.821432,1e-07
0.41662,0.821432,0.408488,0.772098,0
0.408488,0.772098,0.410621,0.722144,1e-07
0.410621,0.722144,0.422248,0.673514,0
0.422248,0.673514,0.438774,0.626711,6.64191e-08
0.5,1,0.537358,1.03323,1.125e-08
0.537358,1.03323,0.576668,1.06412,1.12491e-08
0.5,1,0.450581,0.992397,2.00166e-08
0.450581,0.992397,0.403374,0.97592,0
0.403374,0.97592,0.35809,0.95655,1.98004e-08
0.5,1,0.549978,0.998521,2.30633e-08
0.549978,0.998521,0.59954,1.00512,1e-07
0.59954,1.00512,0.64733,1.01983,0
0.64733,1.01983,0.697279,1.02208,1e-07
0.697279,1.02208,0.745637,1.03479,0
0.745637,1.03479,0.79563,1.03563,1e-07
0.79563,1.03563,0.845458,1.03976,0
0.845458,1.03976,0.895123,1.03398,7.66834e-08
0.895123,1.03398,0.942648,1.01844,0
0.942648,1.01844,0.992456,1.01407,5.33814e-09
0.992456,1.01407,1.04243,1.0157,2.66907e-09
0.5,1,0.486199,0.951942,2.30633e-08
0.486199,0.951942,0.469197,0.904922,1e-07
0.469197,0.904922,0.456994,0.856434,0
0.456994,0.856434,0.441263,0.808973,1e-07
0.441263,0.808973,0.432374,0.75977,0
0.432374,0.75977,0.416029,0.712516,1e-07
0.416029,0.712516,0.39164,0.668869,0
0.39164,0.668869,0.359725,0.630379,8.51306e-08
0.359725,0.630379,0.331022,0.589438,0
0.331022,0.589438,0.311743,0.54251,2.02169e-08
0.5,1,0.473357,1.04231,2.30633e-08
0.473357,1.04231,0.444428,1.08309,1e-07
0.444428,1.08309,0.420974,1.12725,0
0.420974,1.12725,0.402275,1.17362,1e-07
0.402275,1.17362,0.388164,1.22159,0
0.388164,1.22159,0.362292,1.26437,1e-07
0.362292,1.26437,0.327852,1.30062,0
0.327852,1.30062,0.288887,1.33195,8.51509e-08
0.288887,1.33195,0.245744,1.35723,0
0.245744,1.35723,0.203347,1.38373,1.00762e-08
0.203347,1.38373,0.155774,1.39912,5.03809e-09
1,-1,0.974401,-1.04295,7.5e-09
0.974401,-1.04295,0.949676,-1.08614,7.46539e-09
1,-1,0.974921,-0.956745,2.30633e-08
0.974921,-0.956745,0.960519,-0.908863,1e-07
0.960519,-0.908863,0.93688,-0.864805,0
0.93688,-0.864805,0.923841,-0.816535,1e-07
0.923841,-0.816535,0.913197,-0.767681,0
0.913197,-0.767681,0.893596,-0.721683,1e-07
0.893596,-0.721683,0.869899,-0.677655,0
0.869899,-0.677655,0.844425,-0.634631,7.31737e-08
0.844425,-0.634631,0.809125,-0.59888,6.20814e-09
1,-1,0.955393,-0.977412,2.35941e-08
0.955393,-0.977412,0.911893,-0.952759,1e-07
0.911893,-0.952759,0.867783,-0.929215,0
0.867783,-0.929215,0.827113,-0.90013,1e-07
0.827113,-0.90013,0.780475,-0.882107,0
0.780475,-0.882107,0.737901,-0.855887,1e-07
0.737901,-0.855887,0.691753,-0.836641,0
0.691753,-0.836641,0.642602,-0.827469,1e-07
0.642602,-0.827469,0.594853,-0.812636,0
0.594853,-0.812636,0.547154,-0.797642,1e-07
0.547154,-0.797642,0.499475,-0.782586,0
0.499475,-0.782586,0.449606,-0.778956,1e-07
0.449606,-0.778956,0.400351,-0.770359,0
0.400351,-0.770359,0.351919,-0.757937,1e-07
0.351919,-0.757937,0.302884,-0.748161,0
0.302884,-0.748161,0.252985,-0.751346,1e-07
0.252985,-0.751346,0.2031,-0.747965,0
0.2031,-0.747965,0.153891,-0.739105,1e-07
0.153891,-0.739105,0.104117,-0.734358,0
0.104117,-0.734358,0.0543323,-0.72972,1e-07
0.0543323,-0.72972,0.00533696,-0.719747,0
0.00533696,-0.719747,-0.0441997,-0.712956,1e-07
-0.0441997,-0.712956,-0.0929708,-0.701939,0
-0.0929708,-0.701939,-0.141368,-0.689382,9.57509e-08
-0.141368,-0.689382,-0.1864,-0.667653,0
-0.1864,-0.667653,-0.226984,-0.638447,2.18357e-08
-0.226984,-0.638447,-0.264907,-0.605861,1.09179e-08
1,-1,0.962651,-0.966758,2.30633e-08
0.962651,-0.966758,0.92676,-0.931947,1e-07
0.92676,-0.931947,0.884262,-0.905604,0
0.884262,-0.905604,0.844516,-0.875268,1e-07
0.844516,-0.875268,0.80254,-0.848101,0
0.80254,-0.848101,0.754971,-0.832701,1e-07
0.754971,-0.832701,0.70587,-0.823261,0
0.70587,-0.823261,0.655911,-0.825287,7.66834e-08
0.655911,-0.825287,0.606147,-0.830141,0
0.606147,-0.830141,0.557178,-0.840242,1.03381e-08
0.557178,-0.840242,0.507252,-0.842947,5.16907e-09
1,-1,0.95027,-0.99481,2.30633e-08
0.95027,-0.99481,0.90027,-0.994755,1e-07
0.90027,-0.994755,0.850572,-0.989271,0
0.850572,-0.989271,0.801757,-0.978448,1e-07
0.801757,-0.978448,0.756218,-0.957804,0
0.756218,-0.957804,0.708594,-0.942574,1e-07
0.708594,-0.942574,0.658684,-0.939581,0
0.658684,-0.939581,0.609904,-0.931126,6.63613e-08
1,-1,0.967768,-0.961776,2.35941e-08
0.967768,-0.961776,0.945288,-0.917114,1e-07
0.945288,-0.917114,0.914856,-0.877442,0
0.914856,-0.877442,0.884351,-0.837826,1e-07
0.884351,-0.837826,0.845658,-0.806158,0
0.845658,-0.806158,0.803825,-0.778772,1e-07
0.803825,-0.778772,0.759194,-0.75623,0
0.759194,-0.75623,0.712377,-0.738676,1e-07
0.712377,-0.738676,0.6691,-0.713634,0
0.6691,-0.713634,0.621134,-0.699519,1e-07
0.621134,-0.699519,0.571802,-0.691372,0
0.571802,-0.691372,0.52196,-0.687404,1e-07
0.52196,-0.687404,0.47205,-0.690402,0
0.47205,-0.690402,0.423637,-0.702901,1e-07
0.423637,-0.702901,0.374659,-0.712959,0
0.374659,-0.712959,0.326918,-0.727817,1e-07
0.326918,-0.727817,0.283622,-0.752826,0
0.283622,-0.752826,0.240382,-0.777933,1e-07
0.240382,-0.777933,0.195716,-0.800403,0
0.195716,-0.800403,0.149783,-0.820157,1e-07
0.149783,-0.820157,0.102914,-0.837572,0
0.102914,-0.837572,0.0557325,-0.854122,1e-07
0.0557325,-0.854122,0.00638943,-0.8622,0
0.00638943,-0.8622,-0.040905,-0.878425,1e-07
-0.040905,-0.878425,-0.0882041,-0.894636,0
-0.0882041,-0.894636,-0.135498,-0.910861,3.38774e-08
-0.135498,-0.910861,-0.184067,-0.922739,1.14755e-09
1,-1,0.957621,-1.02653,2.35941e-08
0.957621,-1.02653,0.923315,-1.06291,1e-07
0.923315,-1.06291,0.889608,-1.09984,0
0.889608,-1.09984,0.865447,-1.14361,1e-07
0.865447,-1.14361,0.841187,-1.18733,0
0.841187,-1.18733,0.828695,-1.23575,1e-07
0.828695,-1.23575,0.818348,-1.28467,0
0.818348,-1.28467,0.815497,-1.33458,1e-07
0.815497,-1.33458,0.822068,-1.38415,0
0.822068,-1.38415,0.826079,-1.43399,1e-07
0.826079,-1.43399,0.818504,-1.48341,0
0.818504,-1.48341,0.802836,-1.53089,1e-07
0.802836,-1.53089,0.796421,-1.58048,0
0.796421,-1.58048,0.792498,-1.63033,1e-07
0.792498,-1.63033,0.79406,-1.6803,0
0.79406,-1.6803,0.806998,-1.7286,1e-07
0.806998,-1.7286,0.807227,-1.7786,0
0.807227,-1.7786,0.814036,-1.82813,1e-07
0.814036,-1.82813,0.820936,-1.87765,0
0.820936,-1.87765,0.815217,-1.92733,1e-07
0.815217,-1.92733,0.807804,-1.97677,0
0.807804,-1.97677,0.79002,-2.0235,1e-07
0.79002,-2.0235,0.77437,-2.07099,0
0.77437,-2.07099,0.758424,-2.11838,9.69187e-08
0.758424,-2.11838,0.73425,-2.16215,0
0.73425,-2.16215,0.701433,-2.19987,1.80797e-08
0.701433,-2.19987,0.66017,-2.2281,9.03887e-09
1,-1,0.966198,-1.03684,2.30633e-08
0.966198,-1.03684,0.93843,-1.07842,1e-07
0.93843,-1.07842,0.908073,-1.11815,0
0.908073,-1.11815,0.869396,-1.14984,1e-07
0.869396,-1.14984,0.825079,-1.17299,0
0.825079,-1.17299,0.787602,-1.20609,1e-07
0.787602,-1.20609,0.749582,-1.23856,0
0.749582,-1.23856,0.706679,-1.26424,7.66834e-08
0.706679,-1.26424,0.666227,-1.29363,0
0.666227,-1.29363,0.624059,-1.3205,1.03381e-08
