step,solver,pc,trial,runtime_ms
11,bcgs,ilu,5,163.512
11,bcgs,icc,1,155.241
11,bcgs,icc,2,156.275
11,bcgs,icc,3,156.51
11,bcgs,icc,4,155.922
11,bcgs,icc,5,155.318
11,bcgs,gamg,1,660.043
11,bcgs,gamg,2,663.081
11,bcgs,gamg,3,662.815
11,bcgs,gamg,4,663.073
11,bcgs,gamg,5,663.682
11,gmres,jacobi,1,645.395
11,gmres,jacobi,2,642.529
11,gmres,jacobi,3,642.908
11,gmres,jacobi,4,646.329
11,gmres,jacobi,5,643.5
11,gmres,sor,1,310.818
11,gmres,sor,2,310.551
11,gmres,sor,3,310.36
11,gmres,sor,4,310.486
11,gmres,sor,5,310.596
11,gmres,ilu,1,308.277
11,gmres,ilu,2,306.702
11,gmres,ilu,3,309.462
11,gmres,ilu,4,307.035
11,gmres,ilu,5,307.303
11,gmres,icc,1,280.8
11,gmres,icc,2,280.604
11,gmres,icc,3,280.485
11,gmres,icc,4,281.009
11,gmres,icc,5,280.57
11,gmres,gamg,1,729.154
11,gmres,gamg,2,726.965
11,gmres,gamg,3,727.838
11,gmres,gamg,4,732.389
11,gmres,gamg,5,733.85
step,solver,pc,trial,runtime_ms
12,cg,jacobi,1,224.227
12,cg,jacobi,2,224.238
12,cg,jacobi,3,224.236
12,cg,jacobi,4,224.391
12,cg,jacobi,5,224.483
12,cg,sor,1,127.562
12,cg,sor,2,126.998
12,cg,sor,3,127.021
12,cg,sor,4,127.072
12,cg,sor,5,127.032
12,cg,ilu,1,141.667
12,cg,ilu,2,122.104
12,cg,ilu,3,120.343
12,cg,ilu,4,119.35
12,cg,ilu,5,118.802
12,cg,icc,1,119.307
12,cg,icc,2,119.196
12,cg,icc,3,119.413
12,cg,icc,4,119.265
12,cg,icc,5,119.481
12,cg,gamg,1,560.383
12,cg,gamg,2,588.02
12,cg,gamg,3,598.846
12,cg,gamg,4,601.802
12,cg,gamg,5,626.312
12,bcgs,jacobi,1,281.973
12,bcgs,jacobi,2,281.25
12,bcgs,jacobi,3,281.277
12,bcgs,jacobi,4,281.335
12,bcgs,jacobi,5,281.592
12,bcgs,sor,1,210.525
12,bcgs,sor,2,210.341
12,bcgs,sor,3,210.457
12,bcgs,sor,4,210.416
12,bcgs,sor,5,210.478
12,bcgs,ilu,1,182.029
12,bcgs,ilu,2,169.611
12,bcgs,ilu,3,168.788
12,bcgs,ilu,4,168.528
12,bcgs,ilu,5,168.536
12,bcgs,icc,1,183.145
12,bcgs,icc,2,182.569
12,bcgs,icc,3,181.92
12,bcgs,icc,4,182.851
12,bcgs,icc,5,182.096
12,bcgs,gamg,1,723.163
12,bcgs,gamg,2,722.745
12,bcgs,gamg,3,724.344
12,bcgs,gamg,4,724.318
12,bcgs,gamg,5,724.529
12,gmres,jacobi,1,648.96
12,gmres,jacobi,2,646.875
12,gmres,jacobi,3,646.551
12,gmres,jacobi,4,646.346
12,gmres,jacobi,5,646.691
12,gmres,sor,1,312.355
12,gmres,sor,2,312.108
12,gmres,sor,3,312.127
12,gmres,sor,4,312.267
12,gmres,sor,5,312.175
12,gmres,ilu,1,307.492
12,gmres,ilu,2,309.006
12,gmres,ilu,3,308.662
12,gmres,ilu,4,308.345
12,gmres,ilu,5,307.019
12,gmres,icc,1,281.887
12,gmres,icc,2,281.832
12,gmres,icc,3,285.905
12,gmres,icc,4,282.447
12,gmres,icc,5,282.025
12,gmres,gamg,1,734.386
12,gmres,gamg,2,732.159
12,gmres,gamg,3,733.011
12,gmres,gamg,4,732.528
12,gmres,gamg,5,733.174
step,solver,pc,trial,runtime_ms
13,cg,jacobi,1,245.525
13,cg,jacobi,2,245.457
13,cg,jacobi,3,244.301
13,cg,jacobi,4,245.354
13,cg,jacobi,5,245.37
13,cg,sor,1,134.852
13,cg,sor,2,134.578
13,cg,sor,3,134.601
13,cg,sor,4,134.52
13,cg,sor,5,134.597
13,cg,ilu,1,141.861
13,cg,ilu,2,129.932
13,cg,ilu,3,125.006
13,cg,ilu,4,123.853
13,cg,ilu,5,124.422
13,cg,icc,1,124.857
13,cg,icc,2,124.963
13,cg,icc,3,124.982
13,cg,icc,4,125.074
13,cg,icc,5,125.451
13,cg,gamg,1,584.828
13,cg,gamg,2,600.868
13,cg,gamg,3,609.055
13,cg,gamg,4,611.729
13,cg,gamg,5,613.556
13,bcgs,jacobi,1,296.47
13,bcgs,jacobi,2,296.377
13,bcgs,jacobi,3,296.016
13,bcgs,jacobi,4,296.173
13,bcgs,jacobi,5,296.025
13,bcgs,sor,1,177.359
13,bcgs,sor,2,177.3
13,bcgs,sor,3,177.479
13,bcgs,sor,4,177.232
13,bcgs,sor,5,177.307
13,bcgs,ilu,1,176.214
13,bcgs,ilu,2,164.709
13,bcgs,ilu,3,166.612
13,bcgs,ilu,4,165.247
13,bcgs,ilu,5,164.791
13,bcgs,icc,1,166.671
13,bcgs,icc,2,165.987
13,bcgs,icc,3,166.467
13,bcgs,icc,4,167.754
13,bcgs,icc,5,165.263
13,bcgs,gamg,1,614.208
13,bcgs,gamg,2,617.747
13,bcgs,gamg,3,618.15
13,bcgs,gamg,4,618.093
13,bcgs,gamg,5,618.889
13,gmres,jacobi,1,646.822
13,gmres,jacobi,2,644.492
13,gmres,jacobi,3,645.042
13,gmres,jacobi,4,644.618
13,gmres,jacobi,5,644.401
13,gmres,sor,1,311.714
13,gmres,sor,2,312.019
13,gmres,sor,3,311.902
13,gmres,sor,4,311.852
13,gmres,sor,5,312.084
13,gmres,ilu,1,309.346
13,gmres,ilu,2,307.762
13,gmres,ilu,3,311.485
13,gmres,ilu,4,308.946
13,gmres,ilu,5,308.668
13,gmres,icc,1,281.361
13,gmres,icc,2,281.083
13,gmres,icc,3,281.045
13,gmres,icc,4,281.222
13,gmres,icc,5,281.21
13,gmres,gamg,1,730.981
13,gmres,gamg,2,734.771
13,gmres,gamg,3,735.651
13,gmres,gamg,4,736.352
13,gmres,gamg,5,736.744
step,solver,pc,trial,runtime_ms
14,cg,jacobi,1,231.436
14,cg,jacobi,2,229.16
14,cg,jacobi,3,231.709
14,cg,jacobi,4,230.973
14,cg,jacobi,5,232.212
14,cg,sor,1,129.676
14,cg,sor,2,128.942
14,cg,sor,3,128.836
14,cg,sor,4,128.921
14,cg,sor,5,128.936
14,cg,ilu,1,144.812
14,cg,ilu,2,124.949
14,cg,ilu,3,121.843
14,cg,ilu,4,121.721
14,cg,ilu,5,121.458
14,cg,icc,1,121.573
14,cg,icc,2,121.501
14,cg,icc,3,121.614
14,cg,icc,4,121.662
14,cg,icc,5,121.571
14,cg,gamg,1,577.327
14,cg,gamg,2,598.271
14,cg,gamg,3,609.419
14,cg,gamg,4,612.486
14,cg,gamg,5,614.066
14,bcgs,jacobi,1,261.852
14,bcgs,jacobi,2,261.078
14,bcgs,jacobi,3,261.433
14,bcgs,jacobi,4,262.646
14,bcgs,jacobi,5,261.232
14,bcgs,sor,1,187.279
14,bcgs,sor,2,187.195
14,bcgs,sor,3,187.107
14,bcgs,sor,4,186.905
14,bcgs,sor,5,186.725
14,bcgs,ilu,1,179.341
14,bcgs,ilu,2,165.208
14,bcgs,ilu,3,164.747
14,bcgs,ilu,4,164.084
14,bcgs,ilu,5,164.165
14,bcgs,icc,1,168.864
14,bcgs,icc,2,168.463
14,bcgs,icc,3,169.366
14,bcgs,icc,4,168.645
14,bcgs,icc,5,170.884
14,bcgs,gamg,1,747.107
14,bcgs,gamg,2,747.887
14,bcgs,gamg,3,750.172
14,bcgs,gamg,4,751.696
14,bcgs,gamg,5,752.425
14,gmres,jacobi,1,647.309
14,gmres,jacobi,2,644.759
14,gmres,jacobi,3,644.544
14,gmres,jacobi,4,644.43
14,gmres,jacobi,5,644.635
14,gmres,sor,1,312.03
14,gmres,sor,2,311.648
14,gmres,sor,3,311.609
14,gmres,sor,4,311.735
14,gmres,sor,5,311.867
14,gmres,ilu,1,311.068
14,gmres,ilu,2,309.759
14,gmres,ilu,3,308.677
14,gmres,ilu,4,307.194
14,gmres,ilu,5,306.478
14,gmres,icc,1,281.24
14,gmres,icc,2,282.127
14,gmres,icc,3,281.519
14,gmres,icc,4,281.475
14,gmres,icc,5,281.641
14,gmres,gamg,1,731.262
14,gmres,gamg,2,730.618
14,gmres,gamg,3,731.17
14,gmres,gamg,4,731.948
14,gmres,gamg,5,731.789
step,solver,pc,trial,runtime_ms
15,cg,jacobi,1,228.682
15,cg,jacobi,2,228.498
15,cg,jacobi,3,228.892
15,cg,jacobi,4,229.204
15,cg,jacobi,5,228.529
15,cg,sor,1,128.538
15,cg,sor,2,127.905
15,cg,sor,3,128.049
15,cg,sor,4,127.988
15,cg,sor,5,128.107
15,cg,ilu,1,141.313
15,cg,ilu,2,126.213
15,cg,ilu,3,122.471
15,cg,ilu,4,122.712
15,cg,ilu,5,122.083
15,cg,icc,1,121.601
15,cg,icc,2,120.957
15,cg,icc,3,121.502
15,cg,icc,4,121.641
15,cg,icc,5,121.373
15,cg,gamg,1,616.037
15,cg,gamg,2,616.944
15,cg,gamg,3,617.284
15,cg,gamg,4,619.029
15,cg,gamg,5,622.98
15,bcgs,jacobi,1,300.632
15,bcgs,jacobi,2,300.475
15,bcgs,jacobi,3,300.195
15,bcgs,jacobi,4,300.131
15,bcgs,jacobi,5,300.043
15,bcgs,sor,1,183.039
15,bcgs,sor,2,182.876
15,bcgs,sor,3,182.849
15,bcgs,sor,4,182.696
15,bcgs,sor,5,182.631
15,bcgs,ilu,1,181.171
15,bcgs,ilu,2,168.499
15,bcgs,ilu,3,166.949
15,bcgs,ilu,4,167.008
15,bcgs,ilu,5,165.375
15,bcgs,icc,1,172.666
15,bcgs,icc,2,172.399
15,bcgs,icc,3,173.867
15,bcgs,icc,4,173.033
15,bcgs,icc,5,171.919
15,bcgs,gamg,1,630.464
15,bcgs,gamg,2,630.784
15,bcgs,gamg,3,629.719
15,bcgs,gamg,4,632.055
15,bcgs,gamg,5,631.453
15,gmres,jacobi,1,648.071
15,gmres,jacobi,2,645.611
15,gmres,jacobi,3,645.576
15,gmres,jacobi,4,645.484
15,gmres,jacobi,5,645.374
15,gmres,sor,1,312
15,gmres,sor,2,311.949
15,gmres,sor,3,312.575
15,gmres,sor,4,312.251
15,gmres,sor,5,312.033
15,gmres,ilu,1,312.266
15,gmres,ilu,2,312.242
15,gmres,ilu,3,312.655
15,gmres,ilu,4,310.153
15,gmres,ilu,5,309.813
15,gmres,icc,1,281.482
15,gmres,icc,2,281.383
15,gmres,icc,3,281.469
15,gmres,icc,4,281.621
15,gmres,icc,5,281.292
15,gmres,gamg,1,731.744
15,gmres,gamg,2,730.684
15,gmres,gamg,3,731.417
15,gmres,gamg,4,731.964
15,gmres,gamg,5,732.298
step,solver,pc,trial,runtime_ms
16,cg,jacobi,1,229.044
16,cg,jacobi,2,228.46
16,cg,jacobi,3,229.086
16,cg,jacobi,4,228.655
16,cg,jacobi,5,228.62
16,cg,sor,1,128.631
16,cg,sor,2,128.099
16,cg,sor,3,128.126
16,cg,sor,4,128.178
16,cg,sor,5,128.234
16,cg,ilu,1,143.909
16,cg,ilu,2,126.257
16,cg,ilu,3,123.307
16,cg,ilu,4,121.808
16,cg,ilu,5,122.422
16,cg,icc,1,121.472
16,cg,icc,2,121.306
16,cg,icc,3,121.524
16,cg,icc,4,121.421
16,cg,icc,5,121.639
16,cg,gamg,1,590.661
16,cg,gamg,2,598.004
16,cg,gamg,3,602.628
16,cg,gamg,4,607.146
16,cg,gamg,5,610.422
16,bcgs,jacobi,1,301.834
16,bcgs,jacobi,2,301.408
16,bcgs,jacobi,3,301.786
16,bcgs,jacobi,4,301.923
16,bcgs,jacobi,5,302.01
16,bcgs,sor,1,201.568
16,bcgs,sor,2,201.044
16,bcgs,sor,3,200.813
16,bcgs,sor,4,200.934
16,bcgs,sor,5,200.854
16,bcgs,ilu,1,159.54
16,bcgs,ilu,2,146.566
16,bcgs,ilu,3,144.169
16,bcgs,ilu,4,144.043
16,bcgs,ilu,5,144.766
16,bcgs,icc,1,159.356
16,bcgs,icc,2,158.809
16,bcgs,icc,3,158.82
16,bcgs,icc,4,158.572
16,bcgs,icc,5,158.739
16,bcgs,gamg,1,745.915
16,bcgs,gamg,2,749.553
16,bcgs,gamg,3,748.729
16,bcgs,gamg,4,749.313
16,bcgs,gamg,5,749.062
16,gmres,jacobi,1,648.801
16,gmres,jacobi,2,645.533
16,gmres,jacobi,3,645.772
16,gmres,jacobi,4,645.509
16,gmres,jacobi,5,645.642
16,gmres,sor,1,312.522
16,gmres,sor,2,312.389
16,gmres,sor,3,312.075
16,gmres,sor,4,311.827
16,gmres,sor,5,312.114
16,gmres,ilu,1,310.981
16,gmres,ilu,2,310.092
16,gmres,ilu,3,311.162
16,gmres,ilu,4,309.395
16,gmres,ilu,5,307.768
16,gmres,icc,1,281.573
16,gmres,icc,2,281.918
16,gmres,icc,3,281.573
16,gmres,icc,4,281.655
16,gmres,icc,5,281.794
16,gmres,gamg,1,733.223
16,gmres,gamg,2,732.116
16,gmres,gamg,3,732.446
16,gmres,gamg,4,736.178
16,gmres,gamg,5,737.342
step,solver,pc,trial,runtime_ms
17,cg,jacobi,1,227.126
17,cg,jacobi,2,227.295
17,cg,jacobi,3,227.253
17,cg,jacobi,4,226.897
17,cg,jacobi,5,227.371
17,cg,sor,1,128.188
17,cg,sor,2,127.82
17,cg,sor,3,127.824
17,cg,sor,4,127.799
17,cg,sor,5,127.901
17,cg,ilu,1,142.415
17,cg,ilu,2,126.07
17,cg,ilu,3,123.43
17,cg,ilu,4,122.225
17,cg,ilu,5,122.451
17,cg,icc,1,121.937
17,cg,icc,2,121.983
17,cg,icc,3,121.931
17,cg,icc,4,122.084
17,cg,icc,5,122.459
17,cg,gamg,1,592.885
17,cg,gamg,2,601.237
17,cg,gamg,3,608.67
17,cg,gamg,4,609.585
17,cg,gamg,5,610.722
17,bcgs,jacobi,1,305.629
17,bcgs,jacobi,2,305.142
17,bcgs,jacobi,3,305.247
17,bcgs,jacobi,4,305.065
17,bcgs,jacobi,5,305.254
17,bcgs,sor,1,207.665
17,bcgs,sor,2,207.69
17,bcgs,sor,3,207.825
17,bcgs,sor,4,207.614
17,bcgs,sor,5,207.821
17,bcgs,ilu,1,178.465
17,bcgs,ilu,2,168.801
17,bcgs,ilu,3,167.35
17,bcgs,ilu,4,165.89
17,bcgs,ilu,5,165.052
17,bcgs,icc,1,170.743
17,bcgs,icc,2,171.475
17,bcgs,icc,3,171.207
17,bcgs,icc,4,171.701
17,bcgs,icc,5,172.017
17,bcgs,gamg,1,629.305
17,bcgs,gamg,2,630.629
17,bcgs,gamg,3,630.55
17,bcgs,gamg,4,633.486
17,bcgs,gamg,5,633.467
17,gmres,jacobi,1,646.461
17,gmres,jacobi,2,643.917
17,gmres,jacobi,3,643.803
17,gmres,jacobi,4,645.176
17,gmres,jacobi,5,643.875
17,gmres,sor,1,311.541
17,gmres,sor,2,310.731
17,gmres,sor,3,311.027
17,gmres,sor,4,310.952
17,gmres,sor,5,311.135
17,gmres,ilu,1,310.311
17,gmres,ilu,2,309.343
17,gmres,ilu,3,309.061
17,gmres,ilu,4,307.892
17,gmres,ilu,5,308.104
17,gmres,icc,1,280.881
17,gmres,icc,2,280.786
17,gmres,icc,3,280.961
17,gmres,icc,4,280.909
17,gmres,icc,5,281.087
17,gmres,gamg,1,730.33
17,gmres,gamg,2,732.372
17,gmres,gamg,3,733.616
17,gmres,gamg,4,733.682
17,gmres,gamg,5,735.2
step,solver,pc,trial,runtime_ms
18,cg,jacobi,1,212.171
18,cg,jacobi,2,212.144
18,cg,jacobi,3,212.521
18,cg,jacobi,4,212.212
18,cg,jacobi,5,212.618
18,cg,sor,1,122.682
18,cg,sor,2,122.167
18,cg,sor,3,122.163
18,cg,sor,4,122.301
18,cg,sor,5,122.437
18,cg,ilu,1,137.106
18,cg,ilu,2,121.971
18,cg,ilu,3,118.789
18,cg,ilu,4,117.078
18,cg,ilu,5,116.241
18,cg,icc,1,116.485
18,cg,icc,2,116.732
18,cg,icc,3,116.877
18,cg,icc,4,117.012
18,cg,icc,5,116.737
18,cg,gamg,1,591.041
18,cg,gamg,2,602.11
18,cg,gamg,3,606.746
18,cg,gamg,4,609.714
18,cg,gamg,5,610.987
18,bcgs,jacobi,1,278.199
18,bcgs,jacobi,2,277.445
18,bcgs,jacobi,3,275.584
18,bcgs,jacobi,4,275.402
18,bcgs,jacobi,5,275.11
18,bcgs,sor,1,197.996
18,bcgs,sor,2,197.621
18,bcgs,sor,3,197.735
18,bcgs,sor,4,197.796
18,bcgs,sor,5,197.575
18,bcgs,ilu,1,173.607
18,bcgs,ilu,2,158.073
18,bcgs,ilu,3,157.455
18,bcgs,ilu,4,155.542
18,bcgs,ilu,5,155.364
18,bcgs,icc,1,155.437
18,bcgs,icc,2,154.634
18,bcgs,icc,3,156.014
18,bcgs,icc,4,157.17
18,bcgs,icc,5,155.943
18,bcgs,gamg,1,656.205
18,bcgs,gamg,2,658.821
18,bcgs,gamg,3,659.79
18,bcgs,gamg,4,660.741
18,bcgs,gamg,5,661.169
18,gmres,jacobi,1,646.077
18,gmres,jacobi,2,643.411
18,gmres,jacobi,3,643.11
18,gmres,jacobi,4,643.431
18,gmres,jacobi,5,643.43
18,gmres,sor,1,310.882
18,gmres,sor,2,310.732
18,gmres,sor,3,310.754
18,gmres,sor,4,310.7
18,gmres,sor,5,310.442
18,gmres,ilu,1,307.18
18,gmres,ilu,2,307.433
18,gmres,ilu,3,319.945
18,gmres,ilu,4,308.325
18,gmres,ilu,5,307.791
18,gmres,icc,1,281.288
18,gmres,icc,2,281.301
18,gmres,icc,3,281.1
18,gmres,icc,4,281.158
18,gmres,icc,5,281.049
18,gmres,gamg,1,734.597
18,gmres,gamg,2,734.279
18,gmres,gamg,3,735.235
18,gmres,gamg,4,735.206
18,gmres,gamg,5,735.955
step,solver,pc,trial,runtime_ms
19,cg,jacobi,1,225.833
19,cg,jacobi,2,226.064
19,cg,jacobi,3,225.958
19,cg,jacobi,4,225.994
19,cg,jacobi,5,226.316
19,cg,sor,1,127.545
19,cg,sor,2,127.282
19,cg,sor,3,127.299
19,cg,sor,4,127.35
19,cg,sor,5,127.373
19,cg,ilu,1,144.52
19,cg,ilu,2,125.757
19,cg,ilu,3,122.798
19,cg,ilu,4,122.132
19,cg,ilu,5,121.315
19,cg,icc,1,121.072
19,cg,icc,2,121.06
19,cg,icc,3,120.931
19,cg,icc,4,121.092
19,cg,icc,5,121.142
19,cg,gamg,1,589.249
19,cg,gamg,2,599.563
19,cg,gamg,3,608.212
19,cg,gamg,4,610.663
19,cg,gamg,5,612.17
19,bcgs,jacobi,1,281.086
19,bcgs,jacobi,2,280.324
19,bcgs,jacobi,3,280.202
19,bcgs,jacobi,4,280.07
19,bcgs,jacobi,5,279.885
19,bcgs,sor,1,189.364
19,bcgs,sor,2,189.43
19,bcgs,sor,3,189.398
19,bcgs,sor,4,189.601
19,bcgs,sor,5,189.144
19,bcgs,ilu,1,184.452
19,bcgs,ilu,2,168.731
19,bcgs,ilu,3,167.27
19,bcgs,ilu,4,166.823
19,bcgs,ilu,5,166.05
19,bcgs,icc,1,155.67
19,bcgs,icc,2,155.033
19,bcgs,icc,3,154.822
19,bcgs,icc,4,154.551
19,bcgs,icc,5,156.55
19,bcgs,gamg,1,655.493
19,bcgs,gamg,2,656.967
19,bcgs,gamg,3,658.168
19,bcgs,gamg,4,658.485
19,bcgs,gamg,5,660.187
19,gmres,jacobi,1,646.228
19,gmres,jacobi,2,643.674
19,gmres,jacobi,3,643.86
19,gmres,jacobi,4,643.632
19,gmres,jacobi,5,643.632
19,gmres,sor,1,311.063
19,gmres,sor,2,310.847
19,gmres,sor,3,310.833
19,gmres,sor,4,310.615
19,gmres,sor,5,310.925
19,gmres,ilu,1,308.681
19,gmres,ilu,2,308.843
19,gmres,ilu,3,308.266
19,gmres,ilu,4,306.782
19,gmres,ilu,5,306.839
19,gmres,icc,1,281.036
19,gmres,icc,2,280.708
19,gmres,icc,3,280.846
19,gmres,icc,4,281.092
19,gmres,icc,5,281.018
19,gmres,gamg,1,730.32
19,gmres,gamg,2,728.865
19,gmres,gamg,3,729.053
19,gmres,gamg,4,730.358
19,gmres,gamg,5,729.968
step,solver,pc,trial,runtime_ms
20,cg,jacobi,1,175.532
20,cg,jacobi,2,175.494
20,cg,jacobi,3,175.58
20,cg,jacobi,4,175.508
20,cg,jacobi,5,175.633
20,cg,sor,1,110.109
20,cg,sor,2,109.828
20,cg,sor,3,109.907
20,cg,sor,4,109.963
20,cg,sor,5,110.143
20,cg,ilu,1,128.777
20,cg,ilu,2,111.16
20,cg,ilu,3,109.831
20,cg,ilu,4,110.01
20,cg,ilu,5,109.612
20,cg,icc,1,109.623
20,cg,icc,2,109.538
20,cg,icc,3,109.614
20,cg,icc,4,109.771
20,cg,icc,5,109.894
20,cg,gamg,1,582.488
20,cg,gamg,2,590.252
20,cg,gamg,3,596.425
20,cg,gamg,4,599.718
20,cg,gamg,5,604.505
20,bcgs,jacobi,1,287.24
20,bcgs,jacobi,2,287.425
20,bcgs,jacobi,3,288.61
20,bcgs,jacobi,4,287.176
20,bcgs,jacobi,5,287.734
20,bcgs,sor,1,210.255
20,bcgs,sor,2,209.515
20,bcgs,sor,3,209.542
20,bcgs,sor,4,209.831
20,bcgs,sor,5,209.441
20,bcgs,ilu,1,173.458
20,bcgs,ilu,2,162.179
20,bcgs,ilu,3,160.975
20,bcgs,ilu,4,161.698
20,bcgs,ilu,5,159.952
20,bcgs,icc,1,165.689
20,bcgs,icc,2,166.347
20,bcgs,icc,3,165.362
20,bcgs,icc,4,164.806
20,bcgs,icc,5,165.104
20,bcgs,gamg,1,625.962
20,bcgs,gamg,2,625.907
20,bcgs,gamg,3,628.985
20,bcgs,gamg,4,628.724
20,bcgs,gamg,5,630.586
20,gmres,jacobi,1,647.836
20,gmres,jacobi,2,645.868
20,gmres,jacobi,3,645.723
20,gmres,jacobi,4,645.658
20,gmres,jacobi,5,645.569
20,gmres,sor,1,312.552
20,gmres,sor,2,312.437
20,gmres,sor,3,312.659
20,gmres,sor,4,312.605
20,gmres,sor,5,312.509
20,gmres,ilu,1,310.458
20,gmres,ilu,2,310.133
20,gmres,ilu,3,310.087
20,gmres,ilu,4,309.091
20,gmres,ilu,5,308.365
20,gmres,icc,1,281.825
20,gmres,icc,2,281.752
20,gmres,icc,3,281.676
20,gmres,icc,4,281.697
20,gmres,icc,5,281.692
20,gmres,gamg,1,730.476
20,gmres,gamg,2,733.955
20,gmres,gamg,3,736.254
20,gmres,gamg,4,736.924
20,gmres,gamg,5,737.715
step,solver,pc,trial,runtime_ms
21,cg,jacobi,1,222.69
21,cg,jacobi,2,222.47
21,cg,jacobi,3,222.682
21,cg,jacobi,4,222.823
21,cg,jacobi,5,222.982
21,cg,sor,1,128.076
21,cg,sor,2,127.526
21,cg,sor,3,127.633
21,cg,sor,4,127.595
21,cg,sor,5,127.547
21,cg,ilu,1,136.597
21,cg,ilu,2,122.972
21,cg,ilu,3,118.669
21,cg,ilu,4,118.405
21,cg,ilu,5,118.445
21,cg,icc,1,118.545
21,cg,icc,2,118.371
21,cg,icc,3,118.553
21,cg,icc,4,118.496
21,cg,icc,5,118.555
21,cg,gamg,1,584.137
21,cg,gamg,2,598.602
21,cg,gamg,3,606.05
21,cg,gamg,4,607.332
21,cg,gamg,5,609.408
21,bcgs,jacobi,1,271.688
21,bcgs,jacobi,2,270.895
21,bcgs,jacobi,3,271.177
21,bcgs,jacobi,4,270.949
21,bcgs,jacobi,5,270.99
21,bcgs,sor,1,197.452
21,bcgs,sor,2,199.076
21,bcgs,sor,3,197.602
21,bcgs,sor,4,197.487
21,bcgs,sor,5,197.51
21,bcgs,ilu,1,184.892
21,bcgs,ilu,2,169.77
21,bcgs,ilu,3,168.483
21,bcgs,ilu,4,168.636
21,bcgs,ilu,5,168.606
21,bcgs,icc,1,153.436
21,bcgs,icc,2,154.221
21,bcgs,icc,3,153.363
21,bcgs,icc,4,154.657
21,bcgs,icc,5,154.862
21,bcgs,gamg,1,634.645
21,bcgs,gamg,2,635.845
21,bcgs,gamg,3,635.734
21,bcgs,gamg,4,637.29
21,bcgs,gamg,5,638.033
21,gmres,jacobi,1,648.727
21,gmres,jacobi,2,646.483
21,gmres,jacobi,3,646.335
21,gmres,jacobi,4,646.827
21,gmres,jacobi,5,646.528
21,gmres,sor,1,313.575
21,gmres,sor,2,313.493
21,gmres,sor,3,313.532
21,gmres,sor,4,313.454
21,gmres,sor,5,313.327
21,gmres,ilu,1,307.916
21,gmres,ilu,2,319.042
21,gmres,ilu,3,310.103
21,gmres,ilu,4,309.554
21,gmres,ilu,5,313.867
21,gmres,icc,1,282.247
21,gmres,icc,2,282.388
21,gmres,icc,3,282.516
21,gmres,icc,4,282.496
21,gmres,icc,5,282.268
21,gmres,gamg,1,733.755
21,gmres,gamg,2,732.555
21,gmres,gamg,3,733.086
21,gmres,gamg,4,733
21,gmres,gamg,5,733.707
step,solver,pc,trial,runtime_ms
22,cg,jacobi,1,179.531
22,cg,jacobi,2,179.219
22,cg,jacobi,3,179.427
22,cg,jacobi,4,179.432
22,cg,jacobi,5,179.567
22,cg,sor,1,111.699
22,cg,sor,2,111.429
22,cg,sor,3,111.465
22,cg,sor,4,111.616
22,cg,sor,5,111.661
22,cg,ilu,1,127.343
22,cg,ilu,2,114.154
22,cg,ilu,3,110.444
22,cg,ilu,4,107.252
22,cg,ilu,5,107.981
22,cg,icc,1,108.464
22,cg,icc,2,108.509
22,cg,icc,3,108.473
22,cg,icc,4,108.541
22,cg,icc,5,108.655
22,cg,gamg,1,579.77
22,cg,gamg,2,599.425
22,cg,gamg,3,607.671
22,cg,gamg,4,608.678
22,cg,gamg,5,610.729
22,bcgs,jacobi,1,242.431
22,bcgs,jacobi,2,241.926
22,bcgs,jacobi,3,241.755
22,bcgs,jacobi,4,242.022
22,bcgs,jacobi,5,241.901
22,bcgs,sor,1,206.677
22,bcgs,sor,2,206.439
22,bcgs,sor,3,206.47
22,bcgs,sor,4,206.551
22,bcgs,sor,5,206.738
22,bcgs,ilu,1,176.266
22,bcgs,ilu,2,166.383
22,bcgs,ilu,3,165.727
22,bcgs,ilu,4,164.925
22,bcgs,ilu,5,165.183
22,bcgs,icc,1,163.239
22,bcgs,icc,2,162.689
22,bcgs,icc,3,161.774
22,bcgs,icc,4,161.945
22,bcgs,icc,5,162.368
22,bcgs,gamg,1,692.979
22,bcgs,gamg,2,695.465
22,bcgs,gamg,3,695.88
22,bcgs,gamg,4,695.465
22,bcgs,gamg,5,696.329
22,gmres,jacobi,1,648.93
22,gmres,jacobi,2,645.719
22,gmres,jacobi,3,645.837
22,gmres,jacobi,4,645.781
22,gmres,jacobi,5,645.646
22,gmres,sor,1,313.03
22,gmres,sor,2,312.872
22,gmres,sor,3,312.838
22,gmres,sor,4,312.991
22,gmres,sor,5,313.004
22,gmres,ilu,1,309.023
22,gmres,ilu,2,313.695
22,gmres,ilu,3,313.204
22,gmres,ilu,4,311.913
22,gmres,ilu,5,312.261
22,gmres,icc,1,281.798
22,gmres,icc,2,281.86
22,gmres,icc,3,281.897
22,gmres,icc,4,281.949
22,gmres,icc,5,281.889
22,gmres,gamg,1,732.444
22,gmres,gamg,2,729.669
22,gmres,gamg,3,730.092
22,gmres,gamg,4,730.273
22,gmres,gamg,5,730.624
step,solver,pc,trial,runtime_ms
23,cg,jacobi,1,175.722
23,cg,jacobi,2,175.669
23,cg,jacobi,3,175.831
23,cg,jacobi,4,175.793
23,cg,jacobi,5,175.713
23,cg,sor,1,109.603
23,cg,sor,2,109.325
23,cg,sor,3,109.469
23,cg,sor,4,109.487
23,cg,sor,5,109.593
